CB1	CB2	Jaccard_score
101531_156421_133872	80775_212303_133873	0.521739
80775_212303_133873	84087_134231_92788	0.333333
107278_151631_243844	80775_212303_133873	0.484848
211656_6823_243844	80775_212303_133873	0.342105
107278_80775_212303	80775_212303_133873	0.472222
122110_144568_172592	80775_212303_133873	0.300000
144568_172592_195173	80775_212303_133873	0.275862
80867_59037_92879	84087_149114_201566	0.333333
80867_59037_92879	80868_211656_92879	0.375000
192201_211655_211761	80867_59037_92879	0.375000
80868_92788_84087	92788_80868_211656	0.333333
80868_92788_84087	92788_84087_149114	0.695652
80868_92788_84087	84087_149114_201566	0.550000
80868_211656_92879	80868_92788_84087	0.500000
133322_84966_156044	80868_92788_84087	0.277778
192201_211655_211761	80868_92788_84087	0.294118
133872_133873_212303	80868_92788_134231	0.413793
80868_92788_134231	84087_149114_243639	0.333333
134231_84087_149114	80868_92788_134231	0.541667
80868_92788_134231	92788_80868_211656	0.428571
133873_133872_156421	80868_92788_134231	0.333333
101531_156421_133872	80868_92788_134231	0.344828
80868_92788_134231	84087_134231_92788	0.833333
107278_151631_243844	80868_92788_134231	0.606061
211656_6823_243844	80868_92788_134231	0.571429
107278_80775_212303	80868_92788_134231	0.325581
80868_211656_92879	92788_80868_211656	0.340426
80868_211656_92879	92788_84087_149114	0.407407
80868_211656_92879	84087_149114_201566	0.578947
195170_101532_212303	80868_211656_92879	0.375000
100526_112208_156631	80884_156195_156196	0.300000
112994_80982_172592	80982_172592_190390	0.277778
210373_187275_244337	80993_240857_240858	0.444444
101142_244337_187275	80993_240857_240858	0.272727
142446_185716_243405	84003_73033_229451	0.250000
149240_149642_153579	84003_73033_229451	1.000000
84087_202068_134399	84087_94262_243639	1.000000
84087_94262_243639	94262_84087_202068	1.000000
133872_133873_212303	84087_134231_92788	0.344828
84087_134231_92788	84087_149114_243639	0.357143
134231_84087_149114	84087_134231_92788	0.666667
84087_134231_92788	92788_80868_211656	0.360000
133873_133872_156421	84087_134231_92788	0.310345
101531_156421_133872	84087_134231_92788	0.321429
107278_151631_243844	84087_134231_92788	0.500000
211656_6823_243844	84087_134231_92788	0.514286
107278_80775_212303	84087_134231_92788	0.309524
84087_149114_201566	92788_84087_149114	0.500000
133322_84966_156044	84087_149114_201566	0.333333
192201_211655_211761	84087_149114_201566	0.357143
133872_133873_212303	84087_149114_243639	0.250000
134231_84087_149114	84087_149114_243639	0.476190
133873_133872_156421	84087_149114_243639	0.259259
101531_156421_133872	84087_149114_243639	0.269231
107278_151631_243844	84087_149114_243639	0.305556
211656_6823_243844	84087_149114_243639	0.289474
84087_202068_134399	94262_84087_202068	1.000000
100303_236437_144617	84124_100303_236437	0.761905
112673_212118_236281	84124_100303_236437	0.291667
115091_112673_212118	84124_100303_236437	0.250000
104812_68100_219893	84138_50308_104812	0.400000
84138_50308_104812	84139_101390_151583	0.500000
104812_68100_219893	84139_101390_151583	0.266667
112031_90862_236486	84158_112031_90862	0.545455
227591_74391_237948	84158_112031_90862	0.272727
122190_24168_223738	84179_96875_122997	0.250000
216142_84179_223738	84179_216142_240428	0.416667
104161_240429_240428	84179_216142_240428	0.333333
216142_240428_240429	84179_216142_240428	0.454545
104161_244740_193852	84179_223738_156320	0.250000
122190_156320_223738	84179_223738_156320	0.562500
167933_167933_167933	84202_2654_244445	0.391304
167933_167933_193501	84202_2654_244445	0.521739
167933_53364_228768	84202_2654_244445	0.280000
193134_201754_228768	84202_2654_244445	0.300000
198999_74567_204813	84202_133169_193134	0.266667
143697_102466_204813	84202_133169_193134	0.307692
133169_84202_143697	84202_133169_193134	0.666667
84202_133169_193134	84202_143697_102466	0.533333
193134_42156_228603	84202_133169_193134	0.444444
102466_93412_204813	84202_133169_193134	0.307692
198999_74567_204813	84202_143697_102466	0.333333
143697_102466_204813	84202_143697_102466	0.285714
133169_84202_143697	84202_143697_102466	0.733333
193134_42156_228603	84202_143697_102466	0.285714
102466_93412_204813	84202_143697_102466	0.285714
84202_143697_102466	93412_102466_143697	0.307692
144349_92204_175512	84202_144349_92204	0.296296
144349_84202_193892	84202_144349_92204	0.333333
142369_92204_144349	84202_144349_92204	0.464286
144349_84202_193892	84202_193892_244445	0.285714
158773_28583_175568	84261_59018_101762	0.368421
101762_175569_181993	84261_59018_101762	0.333333
158773_175567_173845	84261_59018_101762	0.700000
175569_181993_202237	84261_59018_101762	0.545455
131813_72724_202237	84261_59018_101762	0.300000
175567_173845_188800	84261_59018_101762	0.400000
134231_84087_149114	84262_192201_211655	0.250000
84262_192201_211655	92838_211655_192201	0.500000
212101_102989_212308	84444_144063_210601	0.500000
144063_84444_212101	84444_144063_210601	0.636364
84444_144063_210601	84444_212101_102989	0.500000
107091_74308_223783	84444_144063_210601	0.250000
102989_212308_102990	84444_144063_210601	0.416667
210601_32703_212309	84444_144063_210601	0.545455
204949_13155_212309	84444_144063_210601	0.454545
107091_102990_212308	84444_144063_210601	0.333333
212101_102989_212308	84444_212101_102989	1.000000
144063_84444_212101	84444_212101_102989	0.750000
102989_212308_102990	84444_212101_102989	0.444444
210601_32703_212309	84444_212101_102989	0.444444
204949_13155_212309	84444_212101_102989	0.333333
107091_102990_212308	84444_212101_102989	0.333333
102932_60721_159420	84861_153060_159420	0.400000
115091_134715_185588	84872_17365_181092	0.363636
84872_17365_181092	84872_185588_134715	0.571429
115091_134715_185588	84872_185588_134715	0.400000
142588_156769_210645	84933_56505_142588	0.642857
149131_210645_156769	84933_56505_142588	0.571429
84933_56505_142588	93269_149131_210645	0.384615
123425_210030_243005	87029_123425_210030	0.833333
202302_89777_204805	89777_204805_104515	1.000000
89777_204805_104515	93354_80231_104515	1.000000
112490_89786_176576	89786_112490_223492	0.250000
151226_92139_243515	92139_151226_195624	0.454545
144349_51875_238818	92161_76380_228210	0.454545
204813_32597_236162	92161_175512_213070	0.555556
144349_55574_204813	92161_175512_213070	0.555556
175512_213070_212630	92161_175512_213070	1.000000
213070_212630_213074	92161_175512_213070	0.888889
144349_92161_175512	92161_175512_213073	0.320000
175512_213073_212630	92161_175512_213073	0.916667
194941_226823_215942	92172_184702_156667	0.363636
149114_243639_218055	92185_101531_156421	0.250000
104653_79681_192012	92204_9167_107435	0.375000
202356_92238_228345	92238_202356_151389	0.428571
202705_2821_240332	92429_102725_191972	0.250000
100411_92440_199187	92439_100411_92440	0.600000
123684_92500_213139	92500_123684_153196	0.833333
149727_32597_244811	92567_3735_240592	0.428571
92776_238373_202274	92776_50625_173723	0.363636
201980_202274_238373	92776_50625_173723	0.363636
223884_50624_243343	92776_50625_173723	0.272727
92776_182933_173723	92776_223885_202274	0.294118
182933_92776_223885	92776_182933_173723	0.846154
173723_134516_223884	92776_182933_173723	0.370370
134516_173723_182933	92776_182933_173723	0.916667
92776_182933_173723	92776_223885_228811	0.315789
182933_92776_223885	92776_223885_202274	0.375000
173723_134516_223884	92776_223885_202274	0.296296
134516_173723_182933	92776_223885_202274	0.312500
176654_238090_219769	92776_223885_202274	0.266667
202274_175913_223886	92776_223885_202274	0.363636
182933_92776_223885	92776_223885_228811	0.315789
173723_134516_223884	92776_223885_228811	0.310345
134516_173723_182933	92776_223885_228811	0.263158
223885_92776_243341	92776_223885_228811	0.285714
201980_202274_238373	92776_238373_202274	1.000000
173723_134516_223884	92776_243341_173723	0.320000
134516_173723_243341	92776_243341_173723	1.000000
223885_92776_243341	92776_243341_173723	0.625000
107278_151631_243844	92788_80868_211656	0.480769
211656_6823_243844	92788_80868_211656	0.490566
107278_80775_212303	92788_80868_211656	0.421053
92788_80868_211656	92788_84087_149114	0.277778
107278_201567_243844	92788_211164_211656	0.428571
101531_156421_156420	92788_211164_211656	0.428571
134231_84087_149114	92838_211655_192201	0.250000
142588_156769_210645	93269_149131_210645	0.500000
149131_210645_156769	93269_149131_210645	0.555556
202302_89777_204805	93354_80231_104515	1.000000
133169_84202_143697	93412_102466_143697	0.266667
102466_93412_204813	93412_102466_143697	0.833333
93448_93449_185129	93449_93448_156639	0.833333
156638_185130_185129	93448_93449_185129	1.000000
93448_156639_185128	93448_93449_185129	0.833333
93448_93449_185129	93449_185129_185130	1.000000
156639_185128_156640	93448_93449_185129	0.833333
93448_156639_185128	93449_93448_156639	1.000000
156638_185130_185129	93448_156639_185128	0.833333
93448_156639_185128	93449_185129_185130	0.833333
156639_185128_156640	93448_156639_185128	1.000000
156638_185130_185129	93449_93448_156639	0.833333
93449_185129_185130	93449_93448_156639	0.833333
156639_185128_156640	93449_93448_156639	1.000000
156638_185130_185129	93449_185129_185130	1.000000
156639_185128_156640	93449_185129_185130	0.833333
100511_55426_223420	93454_223419_101811	0.571429
100512_176013_223420	93454_223419_101811	0.666667
149422_193134_204783	93460_149422_193134	0.363636
93553_75698_93554	93558_107365_171225	0.307692
243639_94262_244740	94262_244740_122298	0.307692
122298_202068_144323	94262_244740_122298	0.400000
202068_122298_244740	94262_244740_122298	0.470588
243639_94262_244740	94262_244740_202068	0.250000
201566_94262_244740	94262_244740_202068	0.428571
193214_32594_193215	98850_196832_207323	0.454545
216487_133948_219487	98850_196832_207323	0.888889
196832_98850_234735	98850_196832_207323	1.000000
113647_219488_207323	98850_196832_207323	0.888889
133948_219487_212522	98850_196832_207323	0.888889
113647_216487_133948	98850_196832_207323	0.888889
153017_51913_236287	98850_196832_207323	0.700000
196832_207323_219488	98850_196832_207323	0.888889
216487_113647_219488	98850_196832_207323	0.888889
201024_212522_219487	98850_196832_207323	0.461538
98850_196832_207323	98850_234735_153017	0.800000
156414_32479_219489	98850_196832_207323	0.300000
193215_153014_202297	98850_196832_207323	0.250000
153014_202297_201425	98850_196832_207323	0.250000
193214_32594_193215	98850_234735_153017	0.384615
216487_133948_219487	98850_234735_153017	0.727273
196832_98850_234735	98850_234735_153017	0.800000
113647_219488_207323	98850_234735_153017	0.727273
133948_219487_212522	98850_234735_153017	0.727273
113647_216487_133948	98850_234735_153017	0.727273
153017_51913_236287	98850_234735_153017	0.900000
196832_207323_219488	98850_234735_153017	0.727273
216487_113647_219488	98850_234735_153017	0.727273
201024_212522_219487	98850_234735_153017	0.400000
156414_32479_219489	98850_234735_153017	0.363636
100039_117148_176235	193237_151132_193238	0.500000
100126_176731_107646	100126_20274_107647	0.428571
100126_72724_181993	158773_28583_175568	0.263158
100126_72724_181993	101762_175569_181993	0.294118
100126_72724_181993	131813_175570_211879	0.500000
100236_187300_176106	187300_176106_187302	1.000000
100267_153061_229095	187012_199390_229095	0.250000
100267_153061_229095	153061_229095_199390	0.400000
100303_236437_144617	243422_243285_243824	0.269231
100303_236437_144617	112673_212118_236281	0.368421
100303_236437_144617	115091_112673_212118	0.315789
100369_80481_195500	216467_64572_216468	0.500000
100511_55426_223420	100512_176013_223420	0.571429
101076_176174_244677	176174_244677_188294	1.000000
101076_176174_244677	201046_188294_244677	0.357143
101076_176174_244677	188294_201046_238601	0.384615
101076_176174_244677	176174_101076_238602	1.000000
101076_244677_188294	201046_188294_244677	0.428571
101076_244677_188294	188294_201046_238601	0.461538
101076_244677_188294	238602_101076_244677	1.000000
101135_24768_144203	104631_212533_175625	0.600000
101135_144558_238571	107556_238571_144558	0.333333
101135_175625_212628	107553_173865_202156	0.714286
101135_242906_238826	212628_107769_238826	0.250000
101135_242906_238826	107769_238826_242906	0.400000
101141_101142_244337	151506_240870_244335	0.300000
101141_101142_244337	101142_244337_187275	0.555556
101141_101142_244337	101141_151506_240870	0.454545
101141_101142_244337	101142_101141_151506	0.857143
101141_151506_240870	210373_187275_244337	0.250000
101141_151506_240870	151506_240870_244335	0.666667
101141_151506_240870	101142_244337_187275	0.454545
101141_151506_240870	101142_101141_151506	0.500000
101142_101141_151506	151506_240870_244335	0.333333
101142_101141_151506	101142_244337_187275	0.444444
101142_244337_187275	210373_187275_244337	0.444444
101142_244337_187275	151506_240870_244335	0.444444
101275_59981_101293	101293_101292_112022	0.612245
101275_59981_228702	112022_101292_228702	0.571429
101275_59983_112763	112763_184655_243346	0.400000
101329_201915_144346	185117_201913_201914	0.444444
101329_201915_144346	144346_201914_201913	0.777778
101329_201915_144346	201914_144346_201915	0.700000
101329_201915_144346	185118_201916_243273	0.333333
101329_201915_144346	101621_101622_185117	0.444444
101329_201915_144346	185118_101329_201915	0.714286
101329_201915_144346	101622_185117_201913	0.444444
101329_201915_144346	228647_68345_228648	0.454545
101329_201915_144346	201918_228652_243273	0.333333
101329_201915_144346	201921_59914_240264	0.333333
101329_201915_144346	201916_243273_228652	0.333333
101329_201915_144346	228652_201918_240261	0.333333
101353_211158_244750	122130_244750_211158	0.714286
101439_151700_200959	151700_101439_243013	1.000000
101447_238068_143149	101448_101447_238068	0.833333
101447_238068_143149	151736_207448_173772	0.375000
101447_238068_143149	143149_2953_159888	0.857143
101447_238068_143149	151737_143177_159888	0.625000
101448_101447_238068	151736_207448_173772	0.250000
101448_101447_238068	143149_2953_159888	0.714286
101448_101447_238068	151737_143177_159888	0.500000
101531_156421_133872	133872_133873_212303	0.545455
101531_156421_133872	134231_84087_149114	0.304348
101531_156421_133872	133873_133872_156421	0.650000
101531_156421_133872	107278_151631_243844	0.314286
101531_156421_133872	107278_80775_212303	0.315789
101531_156421_133872	122110_144568_172592	0.333333
101531_156421_133872	112121_112257_195173	0.263158
101531_156421_133872	112257_195173_172592	0.250000
101531_156421_133872	144568_172592_195173	0.307692
101531_156421_156420	107278_201567_243844	0.428571
101566_24824_122192	107276_210578_122598	0.285714
101621_101622_185117	159312_22760_201909	0.500000
101621_101622_185117	185117_201913_201914	1.000000
101621_101622_185117	144346_201914_201913	0.666667
101621_101622_185117	201914_144346_201915	0.600000
101621_101622_185117	185118_201916_243273	0.375000
101621_101622_185117	185118_101329_201915	0.375000
101621_101622_185117	101622_185117_201913	1.000000
101621_101622_185117	228647_68345_228648	0.250000
101621_101622_185117	159312_22759_238900	0.500000
101622_185117_201913	159312_22760_201909	0.500000
101622_185117_201913	185117_201913_201914	1.000000
101622_185117_201913	144346_201914_201913	0.666667
101622_185117_201913	201914_144346_201915	0.600000
101622_185117_201913	185118_201916_243273	0.375000
101622_185117_201913	185118_101329_201915	0.375000
101622_185117_201913	228647_68345_228648	0.250000
101622_185117_201913	159312_22759_238900	0.500000
101762_59018_111940	158773_28583_175568	0.263158
101762_59018_111940	175569_181993_202237	0.363636
101762_59018_111940	104462_28593_188799	0.250000
101762_59018_111940	131813_72724_202237	0.375000
101762_59018_111940	202235_24610_238120	0.375000
101762_175569_181993	158773_28583_175568	0.800000
101762_175569_181993	131813_175570_211879	0.333333
101762_175569_181993	158773_175567_173845	0.350000
101762_175569_181993	175569_181993_202237	0.588235
101762_175569_181993	131813_72724_202237	0.352941
101843_229451_185716	219105_57869_237963	0.714286
102466_93412_204813	133169_84202_143697	0.250000
102468_112744_188078	112744_102468_188076	1.000000
102468_112744_188078	112742_76503_188076	1.000000
102468_112744_188078	102469_188078_112744	1.000000
102468_112744_188078	112742_112741_201116	0.750000
102469_188078_112744	112744_102468_188076	1.000000
102469_188078_112744	112742_76503_188076	1.000000
102469_188078_112744	112742_112741_201116	0.750000
102794_102795_149131	104489_236268_185707	0.352941
102794_102795_149131	102795_102794_210645	0.833333
102795_102794_210645	153061_229095_244852	0.250000
102795_102794_210645	104489_236268_185707	0.294118
102852_202626_185413	142446_150780_237963	0.400000
102852_202626_185413	150780_237963_195721	0.666667
102852_234396_149751	175625_20656_202626	0.266667
102852_234396_149751	202626_102852_234396	0.285714
102942_142564_142565	176145_142461_188392	0.250000
102942_142564_142565	142564_142565_142566	0.666667
102942_142564_168987	176145_142461_188392	0.266667
102942_142564_168987	142564_168987_142566	0.500000
102942_142564_168987	142461_176145_156103	0.333333
102989_212308_102990	212101_102989_212308	0.444444
102989_212308_102990	144063_84444_212101	0.300000
102989_212308_102990	212186_102991_223784	0.333333
102989_212308_102990	107091_74308_223783	0.500000
102989_212308_102990	210601_32703_212309	0.500000
102989_212308_102990	204949_13155_212309	0.571429
102989_212308_102990	102991_223784_102992	0.272727
102989_212308_102990	107091_102990_212308	0.833333
102989_212308_102990	102991_212186_223783	0.444444
102991_212186_223783	212186_102991_223784	0.700000
102991_212186_223783	107091_74308_223783	0.777778
102991_212186_223783	210601_32703_212309	0.300000
102991_212186_223783	204949_13155_212309	0.333333
102991_212186_223783	102991_223784_102992	0.666667
102991_212186_223783	107091_102990_212308	0.500000
102991_223784_102992	107094_212184_210825	0.333333
102991_223784_102992	212186_102991_223784	0.636364
102991_223784_102992	107091_74308_223783	0.700000
102991_223784_102992	210826_210825_212184	0.400000
102991_223784_102992	107091_102990_212308	0.300000
104161_240429_240428	240429_104161_244740	0.285714
104161_240429_240428	216142_240428_240429	0.714286
104161_244740_122298	202068_122298_244740	0.352941
104161_244740_122298	122298_202068_134399	0.571429
104161_244740_193852	202068_193852_244740	0.640000
104161_244740_193852	202068_238727_211164	0.272727
104161_244740_193852	240429_104161_244740	0.275862
104161_244740_193852	193852_202068_238727	0.529412
104161_244740_202068	134399_202068_244740	0.343750
104161_244740_202068	238727_202068_244740	0.333333
104462_28593_188799	175569_181993_202237	0.250000
104506_184856_210846	166947_37173_244577	0.250000
104703_199262_236193	228495_188628_244356	0.388889
104703_199262_236193	143332_55713_199271	0.312500
104703_199262_236193	188628_244356_229299	0.333333
104703_199262_236193	104704_236193_199262	0.312500
104704_236193_199262	143332_55713_199271	0.666667
104803_114_185507	134299_37537_240726	0.357143
104803_114_185507	210225_211461_212588	0.250000
105054_13929_236162	229422_93313_229422	0.294118
105054_13929_236162	105054_244445_207289	0.294118
105054_199169_244445	151493_201606_236162	0.363636
105054_199169_244445	229422_93313_229422	0.357143
105054_199169_244445	144349_244445_199169	0.625000
105054_244445_207289	229422_93313_229422	0.294118
105054_244445_207289	151493_22706_229422	0.307692
105054_244445_207289	144349_207289_244445	0.727273
105054_244445_207289	151493_51290_201606	0.416667
105430_101442_210900	133468_133345_210900	0.428571
105430_101442_210900	133345_133468_188624	0.375000
106580_153303_219287	153303_106580_159289	0.846154
106580_153303_219287	106580_159289_207371	0.666667
106580_153303_219287	175910_51558_219287	0.666667
106580_153303_219287	159289_207371_243554	0.333333
106580_159289_207371	153303_106580_159289	0.785714
106580_159289_207371	175910_51558_219287	0.500000
106580_159289_207371	159289_207371_243554	0.500000
107025_24736_216675	144170_228504_201341	0.375000
107091_74308_223783	212186_102991_223784	0.583333
107091_74308_223783	210601_32703_212309	0.250000
107091_74308_223783	204949_13155_212309	0.272727
107091_74308_223783	210826_210825_212184	0.250000
107091_102990_212308	107091_74308_223783	0.555556
107091_102990_212308	212101_102989_212308	0.333333
107091_102990_212308	212186_102991_223784	0.363636
107091_102990_212308	210601_32703_212309	0.375000
107091_102990_212308	204949_13155_212309	0.428571
107094_212184_210825	212186_102991_223784	0.384615
107094_212184_210825	107096_60346_185501	0.400000
107094_212184_210825	210826_210825_212184	0.750000
107096_60346_185501	210826_210825_212184	0.333333
107136_134637_149159	212335_51514_223182	0.267857
107227_75604_193514	134610_60095_195003	0.375000
107227_75604_193514	123942_56031_123943	0.428571
107227_75604_193514	193514_184113_211591	0.714286
107232_107233_134693	107233_107232_112261	0.900000
107276_143202_122690	143202_107276_210578	0.363636
107276_151517_122598	151517_122598_156327	0.411765
107276_151517_122598	122194_122598_151517	0.388889
107276_195173_172592	122110_144568_172592	0.304348
107276_195173_172592	144568_172592_195173	0.333333
107276_195173_172592	144568_122110_151517	0.307692
107276_195173_172592	112121_107276_195173	0.363636
107276_219801_202007	219833_76455_228812	0.714286
107276_219801_202007	219801_107276_219833	1.000000
107278_80775_212303	133872_133873_212303	0.485714
107278_80775_212303	134231_84087_149114	0.297297
107278_80775_212303	133873_133872_156421	0.416667
107278_151631_243844	107278_80775_212303	0.488372
107278_80775_212303	211656_6823_243844	0.434783
107278_151631_243844	133872_133873_212303	0.500000
107278_151631_243844	134231_84087_149114	0.375000
107278_151631_243844	133873_133872_156421	0.424242
107278_151631_243844	211656_6823_243844	0.771429
107291_149040_212930	107292_212930_149040	1.000000
107385_212205_153237	195150_3957_212202	0.750000
107385_212205_153237	193869_107385_212205	0.428571
107385_212205_153237	153237_50832_212202	0.600000
107385_212205_153237	193822_144452_212202	0.266667
107385_212205_153237	153237_50832_193822	0.357143
107556_204781_112215	238571_244117_242906	0.250000
107556_204781_112215	242905_242906_244117	0.375000
107579_169062_112552	112558_520_209289	0.375000
107579_169062_112552	112558_80465_229191	0.625000
107579_169062_112552	169306_84322_229191	0.571429
107769_185507_123746	185507_107769_238826	0.666667
107769_185507_123746	153343_123746_185507	0.666667
107769_238826_242906	185507_107769_238826	0.272727
107769_238826_242906	212628_107769_238826	0.357143
107848_223798_243148	107848_238278_184713	0.782609
107848_223798_243148	142290_184713_238278	0.523810
107848_223798_243148	193436_243148_223798	0.800000
107848_223798_243148	223798_107848_238278	0.952381
107848_238278_184713	142290_184713_238278	0.500000
107848_238278_184713	193436_243148_223798	0.608696
107848_238278_184713	223798_107848_238278	0.826087
111943_156866_115091	144988_156737_201011	0.333333
111943_156866_115091	156866_111943_201011	0.333333
111943_156866_115091	111943_201011_156737	0.333333
111943_201011_156737	144988_156737_201011	1.000000
111943_201011_156737	156866_111943_201011	1.000000
112031_90862_236486	227591_74391_237948	0.266667
112046_145375_202138	145375_112046_238503	0.400000
112121_112257_195173	192201_47444_211655	0.384615
112121_112257_195173	122110_144568_172592	0.333333
112121_112257_195173	112257_195173_172592	0.888889
112121_112257_195173	144568_172592_195173	0.368421
112197_112197_210086	112197_50186_134779	0.555556
112197_210086_219121	112197_50186_134779	0.714286
112197_112197_210086	112197_210086_219121	0.714286
112257_195173_172592	192201_47444_211655	0.357143
112257_195173_172592	122110_144568_172592	0.318182
112257_195173_172592	144568_172592_195173	0.350000
112265_177924_175803	112265_32703_144311	0.571429
112319_149108_176401	149108_176401_172588	0.533333
112319_149108_176401	159763_172588_176401	0.388889
112558_520_209289	112558_80465_229191	0.500000
112558_520_209289	169306_84322_229191	0.428571
112558_80465_229191	169306_84322_229191	0.500000
112653_142369_228515	142369_228515_238571	0.600000
112653_142369_228515	142369_112653_142576	0.857143
112673_212118_236281	115091_112673_212118	0.900000
112742_76503_188076	112744_102468_188076	1.000000
112742_112741_201116	112742_76503_188076	0.750000
112742_112741_201116	112744_102468_188076	0.750000
112743_134181_151500	212690_64097_229009	0.294118
112743_134181_151500	212691_195299_229008	0.250000
112743_134181_151500	134181_151500_229009	0.888889
112743_134181_151500	195299_229008_212690	0.363636
112743_134181_151500	151501_68384_212691	0.363636
113647_216487_133948	193214_32594_193215	0.545455
113647_216487_133948	216487_133948_219487	1.000000
113647_216487_133948	196832_98850_234735	0.888889
113647_216487_133948	113647_219488_207323	1.000000
113647_216487_133948	133948_219487_212522	1.000000
113647_216487_133948	153017_51913_236287	0.636364
113647_216487_133948	196832_207323_219488	1.000000
113647_216487_133948	216487_113647_219488	1.000000
113647_216487_133948	201024_212522_219487	0.538462
113647_216487_133948	156414_32479_219489	0.272727
113647_216487_133948	193215_153014_202297	0.333333
113647_216487_133948	153014_202297_201425	0.333333
113647_219488_207323	193214_32594_193215	0.545455
113647_219488_207323	216487_133948_219487	1.000000
113647_219488_207323	196832_98850_234735	0.888889
113647_219488_207323	133948_219487_212522	1.000000
113647_219488_207323	153017_51913_236287	0.636364
113647_219488_207323	196832_207323_219488	1.000000
113647_219488_207323	216487_113647_219488	1.000000
113647_219488_207323	201024_212522_219487	0.538462
113647_219488_207323	156414_32479_219489	0.272727
113647_219488_207323	193215_153014_202297	0.333333
113647_219488_207323	153014_202297_201425	0.333333
115091_50246_188254	172588_159763_188617	0.466667
115091_159196_211227	217781_134970_240253	0.250000
115091_236275_185588	202778_185588_236275	0.625000
115091_236275_185588	234857_185588_236275	0.333333
115112_115113_151157	115112_76625_210425	0.375000
115112_76625_210425	115113_151157_188865	0.375000
115112_115113_151157	115113_151157_188865	1.000000
122110_144568_172592	133872_133873_212303	0.310345
122110_144568_172592	133873_133872_156421	0.275862
122110_144568_172592	192201_47444_211655	0.250000
122110_144568_172592	144568_172592_195173	0.900000
122110_144568_172592	144568_122110_151517	0.350000
122194_156327_122598	151517_122598_156327	0.333333
122194_156327_122598	173810_75530_212511	0.250000
122298_202068_134399	202068_122298_244740	0.294118
122298_202068_144323	243639_94262_244740	0.250000
122298_202068_144323	202068_122298_244740	0.352941
122939_144617_144989	172554_80765_234857	0.692308
122939_144617_144989	144617_144989_234857	0.956522
122939_195007_243606	201753_17365_234857	0.350000
122939_195007_243606	195007_122939_201753	0.394737
122939_195007_243606	234857_188494_236336	0.400000
122939_195007_243606	144617_122939_195007	0.421053
123942_56031_123943	134610_60095_195003	0.375000
123942_56031_123943	193514_184113_211591	0.333333
124689_200984_216128	134494_60845_175916	0.615385
124689_200984_216128	134492_133390_175916	0.450000
124689_200984_216128	133390_134492_216128	0.526316
124689_200984_216128	134492_216128_200984	0.846154
124689_200984_216128	156070_75604_193514	0.384615
128744_38949_176368	128744_74223_219426	0.454545
128744_38949_176368	176369_68597_184892	0.428571
128744_38949_176368	176368_22031_228452	0.400000
128744_74223_219426	176369_68597_184892	0.272727
128744_74223_219426	176368_22031_228452	0.250000
131813_72724_202237	158773_28583_175568	0.315789
131813_72724_202237	158773_175567_173845	0.333333
131813_72724_202237	175569_181993_202237	0.600000
131813_72724_202237	175567_173845_188800	0.300000
131813_175570_211879	158773_28583_175568	0.300000
132024_223723_244577	143821_244577_223723	0.375000
132064_167934_149712	142525_172592_216877	0.272727
133044_84262_192201	192201_47444_211655	0.333333
133067_133756_133484	133756_133067_134456	0.823529
133067_133756_133484	133067_134456_159250	0.560000
133067_134456_159250	133756_133067_134456	0.666667
133067_134456_159250	159408_149691_201641	0.290323
133169_84202_143697	198999_74567_204813	0.294118
133169_84202_143697	143697_102466_204813	0.250000
133169_84202_143697	193134_42156_228603	0.380952
133282_156323_210221	156323_133282_167968	0.571429
133282_156323_210221	156323_210221_238571	0.285714
133322_84966_156044	192201_211655_211761	0.375000
133345_133468_188624	133468_188624_159097	0.363636
133345_133468_188624	133468_133345_210900	0.833333
133348_28587_175512	144349_92204_175512	0.625000
133390_134492_216128	134494_60845_175916	0.444444
133390_134492_216128	134492_133390_175916	0.888889
133390_134492_216128	134492_216128_200984	0.611111
133390_134492_216128	134494_215987_175916	0.352941
133468_133345_210900	133468_188624_159097	0.272727
133872_133873_212303	134231_84087_149114	0.391304
133872_133873_212303	133873_133872_156421	0.842105
133872_133873_212303	211656_6823_243844	0.351351
133872_133873_212303	144568_172592_195173	0.285714
133873_133872_156421	134231_84087_149114	0.347826
133873_133872_156421	211656_6823_243844	0.289474
133873_133872_156421	144568_172592_195173	0.250000
133941_238571_228515	193134_20165_228768	0.300000
133941_238571_228515	142369_228515_238571	0.500000
133948_219487_212522	193214_32594_193215	0.545455
133948_219487_212522	216487_133948_219487	1.000000
133948_219487_212522	196832_98850_234735	0.888889
133948_219487_212522	153017_51913_236287	0.636364
133948_219487_212522	196832_207323_219488	1.000000
133948_219487_212522	216487_113647_219488	1.000000
133948_219487_212522	201024_212522_219487	0.538462
133948_219487_212522	156414_32479_219489	0.272727
133948_219487_212522	193215_153014_202297	0.333333
133948_219487_212522	153014_202297_201425	0.333333
134074_170518_193007	193007_32943_228322	0.708333
134074_170518_193007	221183_51711_240620	0.269231
134181_151500_229009	212690_64097_229009	0.312500
134181_151500_229009	212691_195299_229008	0.266667
134181_151500_229009	195299_229008_212690	0.272727
134181_151500_229009	151501_68384_212691	0.400000
134219_156686_156685	134223_166999_229215	0.375000
134231_84087_149114	211656_6823_243844	0.352941
134399_144323_202068	134399_211164_187028	0.256410
134399_144323_202068	144323_134399_211164	0.909091
134399_144323_202068	144323_202068_244740	0.285714
134399_202068_244740	134399_211164_187028	0.390244
134399_202068_244740	202068_134399_211164	0.580645
